,Date,Category,Payment Mode,Description,Amount,Cashback
49,2024-08-22,Shopping,Debit Card,Shoes nike Park LLC,322.22,0.0
50,2024-08-19,Bills,Cash,electricity bill Nicholson-Randall,217.56,0.0
51,2024-08-26,Groceries,Credit Card,Milk 2 lit Jackson PLC,268.69,0.42
52,2024-08-08,Groceries,Credit Card,Sugar 2kg Moore-Brown,430.54,0.66
53,2024-08-24,Shopping,UPI,gifts local Williams-Wilson,499.43,4.02
54,2024-08-22,Shopping,UPI,clothes Myntra Neal-Murray,120.52,3.89
55,2024-08-05,Bills,Cash,gas bill Adams Inc,190.86,0.0
56,2024-08-06,Medicine,Cash,Digine Scott-Webb,912.8,0.0
57,2024-08-08,entertainment,UPI,Club Douglas and Sons,901.24,3.58
58,2024-08-12,Transport,Debit Card,bus fare to Ferrell Inc,774.13,0.0
59,2024-08-18,Bills,Credit Card,"gas bill Long, Lambert and Ruiz",573.94,2.22
60,2024-08-09,Bills,Debit Card,water bill Rowe and Sons,695.37,0.0
61,2024-08-02,Groceries,UPI,"Oil 5 lit Duncan, Ferguson and Greene",739.13,0.47
62,2024-08-17,Transport,Debit Card,bus fare to Salinas PLC,963.65,0.0
63,2024-08-15,entertainment,UPI,"concert Turner, Ramos and Smith",999.78,3.93
64,2024-08-22,entertainment,Credit Card,Games Cole and Sons,64.93,0.43
65,2024-08-27,Subscriptions,Credit Card,"Netflix Cummings, Savage and Hampton",441.65,2.37
66,2024-08-20,entertainment,Cash,Games Lucero-Webb,288.9,0.0
67,2024-08-22,Medicine,Credit Card,"bandage Ingram, Kane and Matthews",701.0,1.13
68,2024-08-01,Groceries,UPI,"Milk 2 lit Copeland, Houston and Brooks",562.21,1.7
69,2024-08-28,Transport,Debit Card,ride-sharing to Moreno Inc,528.99,0.0
70,2024-08-18,Shopping,Credit Card,gifts local Silva and Sons,473.7,3.39
71,2024-08-16,Medicine,Debit Card,Digine Morales PLC,585.2,0.0
72,2024-08-19,Bills,Credit Card,"internet bill Miller, Williams and Welch",943.28,3.48
73,2024-08-17,Medicine,Credit Card,Digine Morrow LLC,845.55,3.0
74,2024-08-18,Bills,Cash,gas bill Becker-Fitzgerald,78.72,0.0
75,2024-08-26,Shopping,Credit Card,clothes Myntra Williams Ltd,345.71,3.42
76,2024-08-21,Medicine,Credit Card,bandage Cook and Sons,705.52,0.74
77,2024-08-10,Shopping,UPI,electronics flipkart Rice-Watts,862.43,0.36
78,2024-08-17,Bills,UPI,internet bill Turner LLC,720.82,2.86
79,2024-08-15,Bills,UPI,electricity bill Galvan PLC,158.97,0.35
80,2024-08-19,Medicine,Debit Card,"bandage Dennis, Mcclure and Stark",354.26,0.0
81,2024-08-15,Subscriptions,UPI,"Prime Colon, Wu and Phillips",332.58,0.56
82,2024-08-03,Transport,Debit Card,ride-sharing to Robertson LLC,523.31,0.0
83,2024-08-30,Bills,Debit Card,gas bill Smith-Wallace,124.64,0.0
84,2024-08-21,Groceries,UPI,Oil 5 lit Fitzpatrick-Price,734.02,0.98
85,2024-08-24,Transport,UPI,fuel at Gardner and Sons,688.07,2.6
86,2024-08-16,Groceries,Debit Card,"Rice 5 kg Young, Fuentes and Gaines",54.72,0.0
87,2024-08-03,Groceries,UPI,"Aatta 5kg Jordan, Branch and Lynch",37.59,1.54
88,2024-08-05,Medicine,Cash,"Digine Brown, Reed and Dominguez",974.63,0.0
89,2024-08-07,Medicine,Debit Card,"Paracetamol Anderson, Woods and Wallace",959.92,0.0
90,2024-08-30,Transport,UPI,taxi ride to Crawford PLC,289.16,0.05
91,2024-08-19,Shopping,Debit Card,gifts local Hall-Stewart,869.8,0.0
92,2024-08-17,Subscriptions,Debit Card,audible Howard-Waters,850.79,0.0
93,2024-08-02,Medicine,Debit Card,Antacid Allen LLC,265.93,0.0
94,2024-08-16,Transport,Debit Card,taxi ride to Jackson PLC,704.12,0.0
95,2024-08-25,Groceries,Debit Card,Oil 5 lit Fernandez-Barnett,289.25,0.0
96,2024-08-14,Subscriptions,Credit Card,Hotstar Clark LLC,476.65,4.69
97,2024-08-18,entertainment,Credit Card,Club Harris Ltd,51.7,0.07
98,2024-08-03,Groceries,Debit Card,Oil 5 lit Guzman-Gould,621.34,0.0
99,2024-08-29,Bills,Cash,phone bill Cortez LLC,157.84,0.0
100,2024-08-28,Medicine,UPI,Paracetamol Stewart and Sons,596.9,2.65
101,2024-08-17,Transport,Credit Card,bus fare to Wolfe-Clarke,464.45,4.27
102,2024-08-18,Groceries,UPI,Aatta 5kg Shea-Allison,370.33,4.64
103,2024-08-02,Bills,Credit Card,phone bill Grimes Group,341.62,3.39
104,2024-08-19,Medicine,Credit Card,Digine Robbins-Johnson,828.57,4.38
105,2024-08-13,entertainment,Debit Card,Games Martin Group,518.09,0.0
106,2024-08-30,Shopping,Cash,"gifts local Jennings, Butler and Hayes",490.93,0.0
107,2024-08-09,Bills,Debit Card,water bill Walker Inc,967.7,0.0
108,2024-08-21,Bills,Cash,electricity bill Fowler-Young,352.61,0.0
109,2024-08-09,Subscriptions,Cash,Hotstar Aguilar Ltd,863.32,0.0
110,2024-08-08,Transport,Debit Card,fuel at Atkins-Flores,811.19,0.0
111,2024-08-15,Medicine,UPI,"Bitadine Ray, Meyer and Williams",247.12,3.2
112,2024-08-26,Shopping,Credit Card,"electronics flipkart Schmidt, Lawrence and Holmes",262.26,2.65
113,2024-08-03,Transport,UPI,fuel at Daniel Group,397.72,2.71
114,2024-08-07,Subscriptions,Credit Card,Netflix Cunningham and Sons,288.57,3.03
115,2024-08-10,entertainment,Credit Card,Club Luna-Nelson,545.33,1.58
116,2024-08-27,Groceries,Credit Card,Milk 2 lit Thompson LLC,33.5,4.08
117,2024-08-20,Bills,Debit Card,internet bill Baker-Johns,565.85,0.0
118,2024-08-30,Transport,Debit Card,fuel at Perry Ltd,218.66,0.0
119,2024-08-13,Bills,UPI,"gas bill King, Moran and Melendez",982.67,2.75
