,Date,Category,Payment Mode,Description,Amount,Cashback
24,2024-04-09,Medicine,Cash,bandage Saunders LLC,202.04,0.0
25,2024-04-28,entertainment,Cash,"Games Gray, Gross and Vaughn",375.43,0.0
26,2024-04-12,Medicine,Debit Card,"Paracetamol Patterson, Sloan and Murray",698.7,0.0
27,2024-04-05,Shopping,Debit Card,Shoes nike Fernandez-Hall,768.57,0.0
28,2024-04-09,entertainment,UPI,concert Kirby-Gilmore,807.8,1.2
29,2024-04-25,Groceries,UPI,Rice 5 kg Reyes Group,927.13,2.05
30,2024-04-08,Medicine,Debit Card,"Antacid Kidd, Alvarez and Delgado",612.26,0.0
31,2024-04-11,Bills,Debit Card,"electricity bill Harris, Sanchez and Choi",313.22,0.0
32,2024-04-21,Bills,Debit Card,phone bill Sherman Ltd,839.23,0.0
33,2024-04-06,Groceries,Cash,Oil 5 lit Mills-Brown,191.13,0.0
34,2024-04-26,Medicine,Credit Card,Antacid Carrillo-King,629.88,0.33
35,2024-04-29,Medicine,Cash,bandage Stanley-Johnson,887.14,0.0
36,2024-04-09,Transport,Cash,taxi ride to Thompson and Sons,32.14,0.0
37,2024-04-22,Shopping,Credit Card,"Shoes nike Graham, Collins and Reynolds",704.23,3.22
38,2024-04-08,Bills,Debit Card,phone bill Campbell-Garrett,997.99,0.0
39,2024-04-04,entertainment,Debit Card,"concert Mccormick, Kent and Green",897.46,0.0
40,2024-04-24,Subscriptions,Cash,"Hotstar Boyd, Kirk and Smith",605.31,0.0
41,2024-04-17,Transport,UPI,fuel at Lewis-Young,417.63,0.77
42,2024-04-25,Groceries,Debit Card,"Aatta 5kg Bell, English and Taylor",720.19,0.0
43,2024-04-12,Groceries,Credit Card,Oil 5 lit Vasquez-Cook,569.96,2.98
44,2024-04-11,Medicine,Debit Card,Digine Downs LLC,978.12,0.0
45,2024-04-24,entertainment,UPI,"Games Moore, Barnes and Robinson",627.95,0.7
46,2024-04-03,Bills,UPI,"water bill Smith, Colon and Robinson",587.58,4.98
47,2024-04-05,Subscriptions,Debit Card,"Netflix Meyers, Schmidt and Gonzalez",801.21,0.0
48,2024-04-29,Bills,UPI,"water bill Nelson, Guerra and Cook",36.7,1.55
49,2024-04-11,entertainment,Cash,Club Hernandez-Dean,723.78,0.0
50,2024-04-03,entertainment,Credit Card,Games Dunn Inc,219.09,2.75
51,2024-04-23,Groceries,Cash,"Sugar 2kg Smith, Williams and Levine",919.25,0.0
52,2024-04-14,Groceries,UPI,Milk 2 lit Lee-Freeman,723.72,4.07
53,2024-04-04,Subscriptions,Debit Card,"Prime Gates, Baker and Hall",647.23,0.0
54,2024-04-14,Subscriptions,Credit Card,"Hotstar Peters, Carpenter and Carroll",678.53,0.25
55,2024-04-20,Subscriptions,Credit Card,Prime Ward-Clark,747.17,1.83
56,2024-04-27,Medicine,Cash,"Paracetamol Jackson, Gardner and Stewart",220.47,0.0
57,2024-04-01,Shopping,Cash,Shoes nike Davis-Gamble,69.09,0.0
58,2024-04-18,Subscriptions,Debit Card,"audible Rice, Powers and Hernandez",225.74,0.0
59,2024-04-16,Transport,Credit Card,bus fare to Gomez-Gallagher,230.99,0.23
60,2024-04-27,entertainment,Cash,Club Mitchell-Adkins,924.59,0.0
61,2024-04-27,Transport,Credit Card,bus fare to Evans-Parker,971.83,4.4
62,2024-04-20,Shopping,Credit Card,electronics flipkart Abbott Inc,331.88,3.56
63,2024-04-17,Medicine,UPI,Antacid Bond LLC,84.37,1.07
64,2024-04-18,entertainment,Debit Card,"Movie Davis, Johnson and Delgado",684.27,0.0
65,2024-04-10,Groceries,Debit Card,"Aatta 5kg Lewis, Fitzpatrick and Conner",962.02,0.0
66,2024-04-05,Transport,Credit Card,bus fare to Scott Group,665.07,2.93
67,2024-04-29,Subscriptions,Debit Card,Prime Ramsey Group,972.94,0.0
68,2024-04-10,entertainment,Debit Card,Games Buchanan-Watts,303.67,0.0
69,2024-04-19,Medicine,Cash,bandage Walker Group,610.78,0.0
70,2024-04-19,Groceries,Credit Card,Oil 5 lit Ryan-Cooper,833.89,1.67
71,2024-04-20,Shopping,Cash,Shoes nike Robinson-Schwartz,986.2,0.0
72,2024-04-01,Groceries,Credit Card,Milk 2 lit Buchanan and Sons,145.49,4.11
73,2024-04-22,Shopping,UPI,Shoes nike Whitaker Group,244.94,3.45
74,2024-04-24,Shopping,Credit Card,gifts local Flynn-Miller,672.95,1.93
75,2024-04-24,Subscriptions,Debit Card,Prime Thomas-Cervantes,674.43,0.0
76,2024-04-09,Transport,Debit Card,ride-sharing to Ward-Bryant,245.47,0.0
77,2024-04-04,Subscriptions,Credit Card,Prime Paul Group,884.99,1.83
78,2024-04-11,entertainment,UPI,"concert Fisher, Vega and Mcmahon",146.35,3.67
79,2024-04-25,Subscriptions,Debit Card,Hotstar Brandt-Weber,46.18,0.0
80,2024-04-10,Medicine,Credit Card,Paracetamol Flores and Sons,744.57,0.66
81,2024-04-08,Bills,Cash,phone bill Davis-Lindsey,399.59,0.0
82,2024-04-17,Shopping,Credit Card,electronics flipkart Cervantes and Sons,655.78,1.57
83,2024-04-24,entertainment,Cash,"Club Robertson, Thornton and Ray",78.79,0.0
84,2024-04-01,entertainment,UPI,Movie Chambers-Foster,278.45,3.63
85,2024-04-01,Medicine,Debit Card,"Bitadine Rich, Rivas and Adams",515.42,0.0
86,2024-04-06,Medicine,Cash,Bitadine Ortiz-Krueger,735.91,0.0
87,2024-04-11,Shopping,UPI,Shoes nike Martinez-Cervantes,567.16,0.97
88,2024-04-01,Bills,Cash,electricity bill Daniels Inc,380.69,0.0
89,2024-04-08,entertainment,Debit Card,Club Curry-Harris,256.8,0.0
90,2024-04-12,Transport,Credit Card,"bus fare to Jackson, Whitney and Wilson",935.77,0.62
91,2024-04-27,entertainment,UPI,"Movie Owens, Martinez and Martin",717.89,2.87
92,2024-04-26,Medicine,Debit Card,"Paracetamol Hudson, Moore and Weaver",606.33,0.0
93,2024-04-04,entertainment,Credit Card,Movie Robinson-Baker,750.18,0.89
94,2024-04-18,Groceries,Cash,"Aatta 5kg Bird, Mathis and Mann",197.74,0.0
95,2024-04-05,Transport,Credit Card,ride-sharing to Gray-Bryant,617.08,3.42
96,2024-04-21,Shopping,Credit Card,"clothes Myntra Brown, Evans and Ramirez",945.57,4.28
97,2024-04-05,entertainment,UPI,"concert Parsons, Crawford and Torres",921.32,0.25
98,2024-04-01,Shopping,Credit Card,"clothes Myntra Carlson, Lynch and Bonilla",790.13,1.63
99,2024-04-12,Groceries,UPI,Rice 5 kg Ayers-Sanchez,838.27,2.99
100,2024-04-20,Groceries,Debit Card,"Sugar 2kg Miller, Wilson and Lopez",492.76,0.0
101,2024-04-13,Transport,UPI,"fuel at Morgan, Williams and Perez",462.41,3.24
102,2024-04-29,Groceries,Cash,"Oil 5 lit Ramos, Gray and Estrada",296.81,0.0
103,2024-04-21,entertainment,UPI,"concert Powers, Morton and Adkins",570.34,3.06
104,2024-04-05,Shopping,Cash,gifts local Garcia-Lopez,537.29,0.0
105,2024-04-01,Groceries,UPI,Sugar 2kg Miller LLC,231.32,0.99
106,2024-04-11,entertainment,UPI,"Movie Strong, Arnold and Hurst",414.37,1.47
107,2024-04-03,entertainment,Cash,concert Alvarez Group,851.94,0.0
108,2024-04-01,Shopping,Credit Card,Shoes nike Hernandez-Diaz,374.56,4.63
109,2024-04-20,Transport,Cash,"ride-sharing to Martin, Hall and Calhoun",975.15,0.0
110,2024-04-21,Bills,Cash,electricity bill Yates-Flores,996.93,0.0
111,2024-04-07,Shopping,UPI,clothes Myntra Clark Group,582.08,3.77
112,2024-04-05,Shopping,Debit Card,"gifts local Kerr, Williams and Calderon",608.36,0.0
113,2024-04-03,Bills,Credit Card,gas bill Hernandez-Dunn,298.11,2.05
114,2024-04-10,Bills,Debit Card,electricity bill Brown PLC,377.11,0.0
115,2024-04-22,Subscriptions,UPI,Netflix Shaffer-Espinoza,745.63,0.56
116,2024-04-10,Groceries,Debit Card,Aatta 5kg Williams-Wallace,136.63,0.0
117,2024-04-13,Bills,Cash,electricity bill Barnes Group,245.98,0.0
118,2024-04-26,Bills,Debit Card,"gas bill Smith, Munoz and Schmidt",810.83,0.0
119,2024-04-28,Bills,Cash,"electricity bill Peterson, Cole and Johnson",969.87,0.0
