,Date,Category,Payment Mode,Description,Amount,Cashback
84,2024-01-07,Bills,UPI,water bill Adams-Baker,712.64,2.64
85,2024-01-21,Subscriptions,UPI,"Hotstar Smith, Woodward and Savage",267.65,0.15
86,2024-01-18,Medicine,UPI,"bandage Mason, Williams and English",464.93,4.09
87,2024-01-22,Medicine,Debit Card,bandage Allen-Roberts,453.58,0.0
88,2024-01-22,Transport,Debit Card,train ticket to Martinez-Black,448.02,0.0
89,2024-01-07,Subscriptions,Cash,Hotstar Baker-Cook,916.4,0.0
90,2024-01-13,Shopping,UPI,electronics flipkart Trujillo-Russell,767.34,4.84
91,2024-01-16,Medicine,Debit Card,bandage Bailey Inc,288.16,0.0
92,2024-01-15,Subscriptions,Debit Card,SonyLiv Jackson-Wu,798.12,0.0
93,2024-01-13,Shopping,UPI,electronics flipkart Clark Group,411.88,0.51
94,2024-01-26,Shopping,Debit Card,"gifts local Harrell, Butler and Washington",898.12,0.0
95,2024-01-01,Bills,Credit Card,electricity bill Freeman-Kelly,16.65,4.23
96,2024-01-30,Subscriptions,Cash,"Netflix Rodriguez, Daniels and Richmond",465.19,0.0
97,2024-01-11,Subscriptions,Credit Card,SonyLiv Bauer Inc,240.93,0.11
98,2024-01-06,entertainment,UPI,Club Brown and Sons,242.57,4.35
99,2024-01-23,Bills,Debit Card,"water bill Moss, Curtis and Cook",384.13,0.0
100,2024-01-18,Medicine,UPI,bandage Allen-Martin,975.76,1.9
101,2024-01-30,Bills,Debit Card,water bill Smith-White,986.59,0.0
102,2024-01-24,Transport,Credit Card,train ticket to Young LLC,902.1,4.41
103,2024-01-04,Shopping,Cash,Shoes nike Lopez and Sons,891.66,0.0
104,2024-01-25,Groceries,UPI,Sugar 2kg Rodriguez Inc,615.1,0.32
105,2024-01-07,Transport,Credit Card,train ticket to Baker-Collins,469.9,0.16
106,2024-01-30,Shopping,UPI,"clothes Myntra Baker, Schroeder and Taylor",846.16,2.83
107,2024-01-04,Bills,Cash,"electricity bill Monroe, Higgins and Adkins",970.66,0.0
108,2024-01-12,Bills,UPI,phone bill Morton-Martinez,716.48,2.75
109,2024-01-27,Bills,UPI,electricity bill Morales Inc,247.53,4.2
110,2024-01-27,Subscriptions,UPI,SonyLiv Mccormick-Gonzalez,270.72,0.43
111,2024-01-13,Medicine,Cash,Antacid Ford and Sons,528.2,0.0
112,2024-01-15,Subscriptions,Credit Card,"Hotstar Collins, Martinez and Ramirez",263.77,3.85
113,2024-01-29,entertainment,Credit Card,Club Williams-Wilkerson,940.48,4.81
114,2024-01-05,Groceries,UPI,"Aatta 5kg Alvarado, Miller and Fernandez",284.49,3.18
115,2024-01-27,Bills,UPI,"gas bill Boyer, Campbell and Dawson",846.49,3.45
116,2024-01-07,entertainment,Cash,Movie Chen-Jones,764.55,0.0
117,2024-01-18,Medicine,Cash,Bitadine Hall LLC,97.26,0.0
118,2024-01-25,Medicine,UPI,Digine Francis-Salazar,605.91,2.25
119,2024-01-30,Groceries,Credit Card,Sugar 2kg Rogers and Sons,595.34,0.83
